time,treat,conversion
5541,treatment,0
5543,control,0
5544,control,0
5545,control,0
5546,treatment,0
5547,treatment,0
5547,treatment,0
5547,control,0
5549,control,1
5549,control,0
5550,control,0
5550,control,0
5551,treatment,0
5554,control,0
5555,control,0
5556,treatment,0
5558,control,0
5558,control,0
5558,control,0
5559,treatment,0
5559,control,0
5560,treatment,0
5561,treatment,0
5561,control,0
5562,control,0
5563,treatment,0
5564,control,0
5565,treatment,0
5565,control,0
5565,treatment,0
5566,control,0
5566,control,0
5570,treatment,0
5571,treatment,0
5572,control,0
5572,treatment,0
5572,control,0
5572,control,0
5573,control,0
5573,control,0
5575,control,0
5576,treatment,0
5578,treatment,0
5580,control,0
5581,control,0
5584,treatment,0
5584,control,0
5584,control,0
5584,treatment,0
5585,control,0
5586,treatment,0
5587,control,0
5589,treatment,0
5590,treatment,0
5591,control,0
5591,control,0
5594,control,0
5595,control,0
5595,control,0
5595,treatment,0
5595,treatment,0
5595,control,0
5596,control,0
5597,control,0
5597,control,0
5599,treatment,0
5599,treatment,0
5599,control,0
5599,treatment,0
5603,treatment,0
5603,control,0
5605,control,0
5605,control,0
5606,control,0
5606,control,0
5607,control,0
5607,treatment,0
5611,control,0
5612,control,0
5612,control,0
5613,control,0
5614,control,0
5614,treatment,0
5615,treatment,0
5615,treatment,0
5616,control,0
5617,control,0
5618,control,0
5618,control,0
5619,treatment,0
5619,control,0
5620,control,0
5620,treatment,0
5621,treatment,0
5621,treatment,0
5622,control,0
5623,treatment,0
5624,treatment,0
5625,treatment,0
5627,control,0
5627,control,0
5628,control,0
5628,treatment,0
5630,control,0
5631,control,0
5631,control,0
5631,control,0
5632,control,0
5632,treatment,1
5632,treatment,0
5634,treatment,0
5634,control,0
5635,treatment,0
5635,control,0
5636,treatment,0
5637,control,0
5637,control,0
5638,control,0
5638,control,0
5640,treatment,0
5641,treatment,0
5641,treatment,0
5642,treatment,0
5642,treatment,0
5644,treatment,0
5644,treatment,0
5645,control,1
5645,control,0
5645,control,0
5646,control,0
5646,control,0
5647,control,0
5647,control,1
5647,control,0
5648,control,0
5649,control,0
5651,treatment,0
5651,treatment,0
5653,treatment,0
5654,control,0
5654,control,0
5654,treatment,0
5656,treatment,0
5656,control,0
5656,control,0
5657,treatment,0
5658,control,0
5658,treatment,0
5659,treatment,0
5659,control,1
5660,treatment,0
5660,treatment,0
5661,treatment,0
5661,control,0
5662,treatment,0
5663,control,0
5664,control,0
5664,treatment,0
5664,control,0
5665,treatment,0
5665,treatment,0
5665,treatment,0
5666,treatment,0
5667,control,0
5667,treatment,0
5669,treatment,0
5670,control,0
5671,control,0
5672,control,0
5672,treatment,0
5672,control,0
5672,treatment,0
5672,control,0
5672,treatment,0
5673,control,0
5673,treatment,0
5675,treatment,0
5676,treatment,0
5676,treatment,0
5676,treatment,0
5677,treatment,0
5678,treatment,0
5682,control,0
5684,control,0
5685,control,1
5685,control,0
5686,treatment,0
5687,control,0
5687,treatment,0
5688,treatment,0
5689,control,0
5689,control,0
5689,control,0
5690,control,0
5690,control,0
5691,control,0
5692,treatment,0
5692,treatment,0
5692,treatment,0
5693,control,0
5693,treatment,1
5694,control,0
5694,treatment,0
5694,treatment,0
5695,control,0
5696,treatment,0
5696,control,0
5696,treatment,0
5697,control,0
5698,treatment,0
5698,control,0
5698,treatment,0
5700,control,1
5701,control,0
5702,control,0
5703,treatment,1
5703,treatment,0
5704,treatment,0
5704,treatment,0
5706,treatment,0
5706,control,0
5707,control,0
5707,treatment,0
5708,treatment,0
5709,control,0
5710,control,0
5710,control,0
5711,control,0
5716,treatment,0
5717,treatment,0
5717,control,0
5718,treatment,0
5719,control,0
5719,treatment,0
5721,control,0
5721,treatment,0
5722,treatment,0
5723,treatment,0
5723,treatment,0
5724,control,0
5725,control,0
5725,control,0
5725,treatment,0
5726,control,0
5727,control,0
5729,treatment,0
5729,control,1
5731,control,0
5732,control,0
5733,control,0
5733,treatment,0
5733,treatment,0
5733,treatment,0
5733,control,0
5734,control,0
5734,control,0
5735,control,0
5735,control,0
5735,control,0
5735,treatment,0
5736,treatment,0
5736,treatment,0
5739,control,0
5739,control,0
5740,treatment,0
5740,control,0
5741,control,0
5742,control,0
5742,control,0
5743,treatment,0
5743,treatment,0
5745,control,1
5746,treatment,0
5746,treatment,0
5746,treatment,0
5746,treatment,0
5747,treatment,0
5747,treatment,0
5749,control,0
5749,control,0
5750,control,0
5752,control,0
5753,treatment,0
5753,control,0
5753,treatment,0
5753,treatment,0
5753,control,0
5753,treatment,0
5754,control,0
5754,control,0
5755,control,0
5755,control,0
5755,control,0
5756,control,0
5756,treatment,0
5757,control,0
5757,treatment,0
5758,treatment,0
5758,treatment,1
5758,control,0
5760,treatment,0
5761,treatment,0
5761,control,0
5762,control,0
5762,control,0
5763,treatment,0
5763,treatment,0
5763,control,0
5764,control,0
5766,treatment,0
5766,control,0
5771,control,0
5771,treatment,0
5771,control,0
5774,treatment,0
5775,control,0
5776,treatment,0
5777,control,0
5779,treatment,0
5779,control,0
5781,control,0
5782,control,0
5783,treatment,0
5783,control,0
5783,treatment,0
5784,treatment,1
5784,treatment,1
5784,control,0
5785,control,0
5785,control,0
5789,control,0
5789,treatment,0
5790,treatment,0
5790,treatment,0
5790,treatment,0
5791,treatment,1
5792,treatment,0
5792,control,0
5794,treatment,0
5794,treatment,0
5795,treatment,0
5800,control,0
5804,control,0
5805,control,0
5806,treatment,0
5806,treatment,0
5807,treatment,0
5809,treatment,0
5809,control,0
5809,control,0
5810,control,1
5810,control,0
5812,treatment,0
5816,control,0
5816,treatment,0
5817,control,0
5818,control,0
5818,treatment,0
5818,treatment,0
5820,control,0
5820,treatment,0
5820,treatment,1
5820,treatment,0
5820,control,0
5821,treatment,0
5821,treatment,0
5825,treatment,0
5826,control,0
5829,control,0
5830,control,0
5830,control,0
5830,control,0
5831,treatment,0
5831,control,0
5831,treatment,0
5832,control,0
5833,control,0
5833,control,0
5835,treatment,0
5836,control,0
5836,treatment,0
5837,treatment,0
5839,control,0
5841,treatment,0
5842,treatment,0
5843,treatment,0
5843,control,0
5844,control,0
5844,treatment,0
5847,treatment,1
5847,control,0
5847,treatment,0
5848,treatment,0
5849,treatment,0
5849,control,0
5849,treatment,0
5851,control,0
5851,control,0
5852,treatment,0
5852,treatment,0
5853,control,0
5854,control,0
5855,treatment,0
5856,control,0
5858,control,0
5858,control,0
5858,treatment,0
5861,treatment,1
5861,treatment,0
5862,control,0
5862,control,0
5864,treatment,0
5865,control,0
5865,control,0
5865,treatment,0
5866,treatment,0
5867,control,0
5867,control,0
5867,control,1
5869,control,0
5870,control,0
5871,control,0
5872,treatment,0
5873,control,0
5873,treatment,0
5874,control,0
5874,control,0
5875,treatment,0
5876,control,0
5877,treatment,0
5877,treatment,0
5878,treatment,0
5880,treatment,0
5881,control,0
5881,control,0
5882,treatment,0
5883,treatment,0
5884,treatment,0
5884,control,0
5885,control,0
5885,treatment,0
5886,control,0
5888,control,0
5889,treatment,0
5890,treatment,0
5890,treatment,0
5891,treatment,0
5891,treatment,0
5892,treatment,0
5895,control,0
5895,treatment,0
5895,treatment,1
5896,control,0
5896,control,0
5899,control,0
5899,control,0
5899,treatment,0
5901,control,0
5902,control,0
5902,treatment,0
5903,control,0
5904,treatment,0
5905,control,0
5905,treatment,0
5905,control,0
5906,treatment,0
5906,treatment,0
5906,treatment,0
5907,treatment,0
5907,control,0
5907,treatment,0
5908,control,0
5908,control,0
5909,treatment,0
5909,treatment,0
5909,control,0
5909,treatment,0
5911,treatment,0
5911,control,0
5911,control,0
5913,control,0
5914,treatment,0
5914,control,0
5915,treatment,0
5916,control,0
5916,treatment,0
5916,control,0
5919,treatment,0
5919,treatment,0
5919,control,0
5919,treatment,0
5919,treatment,0
5920,control,0
5920,control,0
5920,treatment,0
5922,treatment,0
5922,control,0
5923,control,0
5924,control,0
5924,treatment,0
5924,treatment,0
5924,treatment,0
5924,control,0
5925,treatment,0
5925,control,0
5925,treatment,0
5925,control,0
5926,treatment,0
5929,control,0
5929,control,0
5930,treatment,0
5930,control,0
5931,control,0
5931,treatment,0
5931,treatment,0
5932,treatment,0
5932,control,0
5932,control,0
5933,treatment,0
5934,control,0
5934,treatment,0
5935,treatment,0
5938,control,0
5938,control,0
5938,control,0
5938,treatment,0
5939,treatment,0
5939,treatment,0
5940,treatment,0
5941,treatment,0
5941,treatment,0
5941,control,0
5942,treatment,0
5943,treatment,0
5943,control,0
5943,treatment,0
5944,treatment,0
5946,treatment,0
5946,control,0
5947,control,0
5947,treatment,0
5947,control,0
5947,control,0
5948,control,0
5949,treatment,0
5949,treatment,0
5949,control,0
5950,control,0
5951,treatment,0
5952,treatment,0
5952,treatment,0
5953,control,0
5954,control,0
5955,treatment,0
5955,treatment,0
5956,treatment,0
5956,control,0
5957,control,0
5957,control,0
5957,control,0
5958,treatment,0
5959,control,0
5959,treatment,0
5960,control,0
5960,control,0
5963,control,0
5964,treatment,0
5966,control,0
5966,treatment,0
5966,control,0
5967,control,0
5968,treatment,0
5968,control,0
5969,control,0
5970,control,0
5971,treatment,0
5972,treatment,0
5972,treatment,0
5972,control,0
5974,treatment,0
5974,control,0
5975,treatment,0
5976,control,1
5976,treatment,0
5977,treatment,0
5978,treatment,0
5978,control,0
5979,treatment,0
5979,control,0
5979,treatment,0
5980,control,0
5980,treatment,0
5980,treatment,0
5981,treatment,0
5981,treatment,1
5981,control,0
5982,control,0
5983,control,0
5983,treatment,0
5984,treatment,0
5984,treatment,0
5985,treatment,1
5986,control,0
5987,control,0
5987,treatment,0
5988,treatment,0
5989,treatment,0
5990,control,0
5990,treatment,0
5990,control,0
5994,control,0
5995,control,0
5995,treatment,0
5995,treatment,0
5995,treatment,0
5996,treatment,0
5996,control,0
5996,treatment,0
5997,control,0
5998,treatment,1
5998,control,0
6000,control,0
6000,control,0
6000,treatment,1
6005,treatment,0
6005,treatment,0
6005,treatment,0
6006,treatment,0
6007,treatment,0
6008,control,0
6009,control,0
6009,control,0
6012,control,0
6013,treatment,0
6015,treatment,0
6015,treatment,0
6015,control,0
6015,control,0
6016,control,0
6016,treatment,0
6016,treatment,0
6016,control,0
6018,control,0
6019,control,1
6019,control,0
6019,control,0
6020,treatment,0
6022,treatment,0
6022,treatment,0
6022,treatment,0
6022,treatment,0
6024,treatment,0
6026,treatment,1
6026,treatment,0
6026,control,0
6028,treatment,0
6028,treatment,0
6029,control,0
6029,treatment,1
6030,control,0
6030,treatment,0
6031,control,0
6031,control,0
6031,treatment,0
6032,control,1
6032,control,0
6033,treatment,0
6035,control,0
6035,treatment,0
6036,control,0
6036,control,0
6038,control,0
6038,treatment,0
6040,control,0
6040,treatment,0
6040,control,1
6041,treatment,0
6043,control,0
6043,control,0
6044,control,0
6045,treatment,0
6046,control,0
6046,control,0
6047,treatment,0
6049,treatment,0
6049,treatment,0
6052,treatment,0
6053,treatment,0
6054,treatment,0
6056,control,0
6056,control,0
6058,control,0
6059,control,0
6060,treatment,0
6061,control,0
6062,control,0
6063,control,0
6063,control,0
6064,treatment,1
6065,control,0
6066,treatment,0
6066,treatment,0
6067,treatment,0
6068,control,0
6069,control,0
6069,control,0
6069,treatment,0
6069,treatment,0
6069,control,0
6070,treatment,0
6070,treatment,0
6070,control,0
6071,control,0
6073,treatment,0
6075,treatment,1
6076,control,0
6076,treatment,0
6077,control,0
6079,treatment,0
6080,treatment,0
6081,treatment,0
6082,control,0
6082,treatment,0
6083,control,0
6085,control,0
6086,control,0
6087,treatment,0
6088,control,0
6091,control,0
6091,treatment,0
6091,treatment,0
6092,control,0
6093,treatment,0
6094,control,0
6096,control,1
6098,control,0
6098,treatment,0
6099,control,0
6099,control,0
6099,control,0
6103,treatment,0
6105,control,0
6106,treatment,0
6106,treatment,0
6107,control,0
6107,control,0
6108,control,0
6109,control,0
6111,control,0
6113,control,0
6114,treatment,0
6114,control,0
6114,control,0
6115,treatment,0
6117,control,0
6118,treatment,0
6119,control,0
6120,treatment,0
6120,treatment,0
6122,control,0
6122,treatment,0
6122,control,0
6125,treatment,0
6125,treatment,0
6126,treatment,1
6126,treatment,0
6127,control,0
6127,treatment,0
6127,treatment,0
6128,treatment,0
6128,control,0
6128,control,0
6128,treatment,0
6130,control,0
6130,treatment,0
6131,treatment,0
6131,control,0
6133,control,0
6133,control,0
6133,treatment,0
6134,treatment,0
6134,control,0
6134,treatment,0
6135,treatment,0
6136,treatment,0
6136,treatment,1
6137,control,0
6137,control,0
6138,control,0
6139,treatment,0
6140,treatment,0
6141,control,0
6141,treatment,0
6142,treatment,0
6142,treatment,0
6144,treatment,0
6144,treatment,0
6144,control,1
6145,control,0
6146,control,0
6151,treatment,0
6152,control,0
6152,treatment,0
6153,control,0
6154,treatment,0
6154,control,0
6155,treatment,0
6155,control,0
6157,control,0
6157,control,0
6158,control,0
6158,treatment,0
6159,treatment,0
6160,treatment,0
6162,treatment,0
6162,control,0
6163,treatment,0
6163,control,0
6166,control,0
6166,treatment,0
6166,control,0
6167,control,0
6167,control,1
6169,control,0
6169,control,0
6169,treatment,0
6170,control,0
6172,treatment,0
6172,control,0
6173,treatment,0
6173,control,0
6173,control,0
6174,control,0
6174,treatment,1
6177,control,0
6178,control,0
6179,treatment,0
6180,control,0
6181,treatment,0
6182,treatment,0
6182,control,0
6183,treatment,1
6184,treatment,0
6184,treatment,1
6186,treatment,0
6188,treatment,1
6188,treatment,0
6188,control,0
6189,control,0
6191,control,0
6192,control,0
6192,treatment,0
6192,control,0
6193,control,0
6193,control,0
6194,treatment,0
6195,control,0
6195,treatment,0
6195,treatment,0
6197,control,0
6197,treatment,0
6197,control,0
6198,treatment,0
6199,treatment,0
6200,control,0
6201,treatment,0
6201,control,0
6201,control,0
6202,treatment,0
6202,treatment,0
6203,treatment,0
6205,control,0
6207,control,0
6207,control,0
6208,control,1
6208,control,0
6209,treatment,0
6210,treatment,0
6213,control,0
6215,control,0
6216,control,0
6216,control,1
6217,treatment,0
6218,treatment,0
6219,treatment,0
6221,treatment,0
6221,treatment,0
6222,treatment,0
6223,control,0
6226,treatment,0
6228,control,0
6228,treatment,0
6229,treatment,0
6229,control,0
6229,control,0
6231,control,0
6232,treatment,0
6232,control,1
6233,treatment,0
6234,control,0
6234,control,0
6234,control,0
6235,control,0
6235,treatment,0
6235,treatment,0
6236,treatment,0
6237,treatment,0
6238,control,0
6238,treatment,0
6238,control,0
6238,control,0
6238,control,0
6239,treatment,0
6240,treatment,0
6240,control,0
6241,treatment,0
6242,treatment,0
6242,treatment,0
6244,treatment,0
6244,control,0
6244,control,0
6245,control,1
6245,treatment,0
6246,treatment,0
6247,control,0
6249,treatment,0
6250,treatment,1
6250,treatment,0
6252,control,0
6253,control,0
6253,control,0
6254,control,0
6255,control,0
6255,control,0
6255,treatment,0
6255,treatment,0
6256,control,0
6256,control,0
6256,treatment,0
6258,control,0
6258,treatment,0
6259,control,0
6260,control,0
6261,control,0
6261,control,0
6262,control,0
6262,control,0
6263,control,0
6263,control,0
6263,treatment,0
6264,treatment,0
6264,control,0
6265,treatment,0
6266,treatment,0
6267,control,1
6270,control,0
6270,treatment,0
6271,control,1
6271,control,0
6271,treatment,0
6272,control,0
6272,control,0
6272,control,0
6273,control,1
6273,treatment,0
6273,control,0
6274,control,0
6274,treatment,0
6274,control,0
6274,treatment,1
6276,control,0
6278,control,0
6278,treatment,0
6279,treatment,0
6279,control,0
6280,treatment,0
6280,control,0
6281,treatment,0
6281,treatment,0
6283,treatment,0
6283,control,0
6283,treatment,0
6284,control,0
6284,control,0
6289,treatment,0
6290,control,0
6290,treatment,0
6291,control,0
6291,treatment,0
6291,control,0
6293,treatment,0
6293,treatment,0
6295,treatment,0
6296,treatment,0
6296,control,0
6297,treatment,0
6298,control,0
6299,control,0
6300,treatment,0
6300,control,0
6301,control,0
6301,treatment,0
6301,treatment,0
6302,control,0
6302,control,0
6302,treatment,0
6303,control,0
6304,treatment,0
6305,control,0
6305,treatment,0
6306,treatment,0
6306,control,0
6306,treatment,0
6306,treatment,0
6306,treatment,0
6307,treatment,0
6309,treatment,0
6310,treatment,0
6311,control,0
6312,control,0
6312,control,0
6313,control,0
6314,control,0
6314,treatment,0
6315,control,0
6316,treatment,0
6317,treatment,0
6317,control,0
6318,control,0
6318,treatment,1
6318,control,0
6318,treatment,0
6318,treatment,0
6319,treatment,0
6319,control,0
6319,control,0
6319,control,0
6319,control,0
6319,control,0
6320,control,0
6320,treatment,1
6321,control,0
6322,control,0
6322,control,0
6323,treatment,0
6323,control,0
6323,control,0
6324,treatment,0
6325,control,0
6325,control,0
6326,control,0
6328,treatment,1
6332,treatment,0
6333,treatment,0
6333,treatment,0
6333,control,0
6334,treatment,0
6335,control,0
6336,treatment,0
6336,treatment,0
6336,treatment,0
6337,control,0
6338,control,0
6338,treatment,0
6339,treatment,0
6340,treatment,0
6340,treatment,0
6341,treatment,0
6341,control,0
6341,control,0
6343,control,0
6343,treatment,0
6344,control,0
6344,treatment,0
6344,treatment,0
6347,control,0
6347,control,0
6348,treatment,0
6348,treatment,0
6348,control,0
6348,control,0
6349,control,0
6349,treatment,0
6349,control,0
6355,control,0
6356,control,0
6356,control,0
6356,control,0
6357,treatment,0
6358,control,0
6358,treatment,0
6359,treatment,0
6361,treatment,0
6363,treatment,0
6363,control,0
6363,treatment,0
6363,control,0
6364,control,0
6365,treatment,0
6367,treatment,0
6369,treatment,0
6369,control,0
6370,treatment,0
6372,treatment,0
6372,control,0
6373,control,0
6373,treatment,1
6373,treatment,0
6374,treatment,0
6374,treatment,0
6374,treatment,1
6375,control,0
6375,treatment,0
6375,control,0
6376,control,1
6377,control,0
6378,treatment,0
6378,treatment,0
6379,treatment,0
6379,control,0
6379,control,0
6379,control,0
6380,control,0
6381,treatment,0
6384,control,0
6384,treatment,0
6384,control,0
6388,treatment,0
6388,treatment,0
6389,treatment,0
6389,treatment,1
6389,treatment,0
6390,control,0
6393,control,0
6394,treatment,0
6394,treatment,0
6395,treatment,0
6395,treatment,1
6395,treatment,0
6396,treatment,0
6396,control,0
6397,treatment,1
6398,control,0
6398,control,0
6399,treatment,0
6400,control,1
6400,control,0
6401,treatment,0
6402,control,0
6404,control,0
6404,control,0
6405,control,0
6406,control,0
6407,treatment,1
6407,treatment,0
6408,treatment,0
6408,treatment,0
6410,treatment,0
6410,treatment,0
6410,control,0
6411,control,0
6411,control,0
6411,control,0
6412,treatment,0
6413,control,1
6413,control,0
6413,treatment,0
6414,control,0
6415,control,0
6416,control,0
6416,control,0
6416,treatment,1
6418,treatment,0
6418,control,0
6419,treatment,0
6421,control,0
6422,treatment,0
6423,treatment,0
6423,control,0
6426,treatment,0
6427,control,0
6428,treatment,0
6431,control,1
6431,control,0
6431,treatment,0
6433,control,0
6433,control,0
6433,control,0
6433,treatment,0
6434,control,1
6434,control,0
6435,treatment,0
6436,treatment,0
6437,control,0
6438,treatment,0
6438,treatment,0
6440,control,0
6440,control,0
6440,treatment,0
6440,control,0
6441,control,0
6442,treatment,0
6444,control,0
6445,control,0
6445,treatment,0
6449,treatment,0
6450,control,0
6450,control,0
6451,treatment,0
6452,treatment,0
6453,control,0
6454,treatment,0
6454,treatment,0
6455,treatment,0
6456,control,0
6458,control,0
6459,control,0
6459,control,0
6460,treatment,0
6461,treatment,0
6461,treatment,0
6463,treatment,0
6463,control,0
6464,treatment,1
6465,treatment,0
6465,control,1
6465,treatment,0
6467,treatment,0
6467,control,0
6468,treatment,0
6468,treatment,0
6468,control,0
6469,treatment,0
6470,control,0
6470,treatment,0
6470,treatment,0
6470,control,0
6471,control,0
6471,treatment,0
6473,treatment,0
6473,control,0
6474,control,0
6476,treatment,0
6476,control,0
6477,treatment,0
6478,control,0
6478,control,0
6479,control,0
6480,treatment,0
6480,control,0
6481,control,0
6482,treatment,0
6482,control,0
6483,control,0
6483,treatment,0
6483,treatment,0
6483,control,0
6485,control,0
6485,control,0
6486,control,0
6486,treatment,0
6486,treatment,0
6486,treatment,0
6487,control,0
6487,treatment,0
6487,treatment,0
6487,control,0
6488,treatment,0
6488,control,0
6489,treatment,1
6489,control,0
6490,control,0
6493,control,0
6494,control,0
6495,treatment,0
6495,control,0
6495,control,0
6495,treatment,1
6495,control,1
6496,control,0
6496,treatment,0
6496,control,0
6497,treatment,0
6499,treatment,0
6500,control,0
6501,control,1
6503,control,0
6503,control,0
6504,treatment,0
6504,treatment,0
6506,control,0
6507,control,0
6507,control,0
6507,treatment,0
6508,control,0
6508,treatment,0
6508,treatment,0
6508,control,0
6509,treatment,0
6509,treatment,0
6511,treatment,0
6511,control,0
6512,control,0
6513,control,0
6513,treatment,0
6515,control,0
6516,treatment,0
6518,treatment,0
6519,control,0
6519,control,0
6523,treatment,0
6526,control,0
6528,treatment,0
6528,treatment,0
6528,treatment,0
6529,control,0
6530,treatment,0
6530,control,0
6530,treatment,0
6531,control,0
6531,treatment,0
6532,control,0
6533,control,1
6534,control,0
6534,treatment,0
6535,control,0
6535,control,0
6537,treatment,0
6538,treatment,1
6538,treatment,0
6538,treatment,0
6539,control,0
6539,control,0
6540,control,0
6540,control,0
6540,treatment,0
6543,control,0
6544,treatment,0
6544,control,0
6544,control,0
6544,control,0
6545,control,0
6545,treatment,0
6546,control,0
6547,treatment,0
6547,treatment,0
6548,control,0
6548,treatment,0
6549,treatment,0
6553,control,0
6555,treatment,0
6555,treatment,0
6555,control,0
6556,control,0
6556,control,0
6556,control,1
6558,control,0
6558,treatment,0
6558,treatment,0
6560,treatment,0
6560,treatment,0
6562,control,0
6565,treatment,0
6566,control,0
6566,treatment,0
6566,treatment,0
6566,control,0
6567,control,0
6568,control,1
6569,control,0
6569,treatment,0
6570,control,0
6570,treatment,0
6571,control,0
6572,control,0
6572,treatment,0
6572,treatment,0
6572,treatment,0
6573,treatment,0
6573,treatment,0
6574,control,0
6574,treatment,0
6575,control,0
6575,control,0
6576,control,0
6576,treatment,0
6576,treatment,0
6576,treatment,0
6578,treatment,0
6580,treatment,0
6580,treatment,0
6580,treatment,0
6581,treatment,0
6581,treatment,0
6582,treatment,0
6582,control,0
6582,control,0
6582,treatment,0
6582,treatment,0
6585,control,0
6585,treatment,0
6586,treatment,0
6586,control,0
6587,treatment,0
6588,treatment,0
6589,treatment,0
6590,control,0
6591,treatment,0
6591,control,0
6592,treatment,0
6592,control,0
6592,treatment,0
6592,treatment,0
6593,control,0
6594,treatment,0
6595,treatment,0
6595,treatment,0
6596,control,0
6596,treatment,0
6597,treatment,0
6597,treatment,1
6597,control,0
6598,control,0
6599,control,0
6599,treatment,0
6600,treatment,0
6600,treatment,0
6600,control,0
6600,treatment,0
6604,control,0
6604,control,0
6605,treatment,0
6605,control,0
6605,treatment,0
6607,treatment,0
6607,control,0
6610,control,0
6610,control,0
6611,control,0
6612,treatment,0
6613,treatment,0
6613,control,0
6615,control,0
6617,control,0
6622,control,0
6622,treatment,0
6622,control,0
6623,control,0
6623,treatment,0
6623,control,0
6624,treatment,0
6624,treatment,0
6624,control,0
6625,treatment,0
6626,control,0
6628,control,0
6628,control,1
6628,treatment,0
6629,treatment,0
6629,treatment,0
6630,treatment,0
6631,treatment,0
6631,control,0
6633,control,0
6634,control,0
6635,treatment,0
6635,treatment,0
6635,control,1
6636,treatment,0
6636,control,0
6636,control,0
6637,treatment,0
6638,treatment,0
6640,treatment,0
6640,treatment,0
6642,treatment,0
6643,control,0
6643,control,0
6644,treatment,0
6645,treatment,1
6645,treatment,0
6646,treatment,0
6647,control,0
6647,treatment,0
6648,control,0
6649,control,0
6649,control,0
6650,treatment,0
6650,treatment,0
6652,control,0
6653,treatment,0
6653,treatment,0
6653,control,0
6654,treatment,0
6656,treatment,0
6657,control,1
6658,treatment,0
6658,control,0
6658,treatment,0
6658,treatment,0
6660,treatment,0
6660,treatment,0
6663,treatment,0
6663,control,0
6664,treatment,0
6664,treatment,0
6665,control,0
6665,treatment,0
6666,treatment,0
6666,control,0
6666,treatment,0
6666,control,0
6667,treatment,0
6668,treatment,0
6669,control,0
6672,treatment,0
6672,control,0
6673,control,0
6673,control,0
6673,treatment,0
6674,treatment,0
6675,control,0
6675,control,0
6676,control,0
6676,control,0
6676,treatment,0
6678,treatment,0
6680,control,1
6680,control,0
6681,treatment,0
6681,control,0
6682,control,1
6682,treatment,0
6682,treatment,0
6682,treatment,0
6683,treatment,0
6683,control,0
6684,control,0
6686,treatment,0
6687,control,0
6688,control,0
6689,control,0
6690,control,0
6690,control,0
6691,treatment,0
6693,control,0
6693,control,0
6694,treatment,0
6694,control,0
6695,treatment,0
6697,control,0
6697,treatment,0
6697,treatment,0
6697,control,0
6698,control,0
6698,treatment,0
6699,treatment,0
6700,treatment,0
6700,treatment,0
6700,treatment,0
6700,treatment,0
6701,control,0
6701,treatment,0
6703,treatment,0
6704,control,0
6704,treatment,0
6705,treatment,0
6706,control,0
6707,control,0
6707,treatment,0
6709,treatment,0
6709,treatment,0
6710,treatment,0
6710,treatment,0
6710,treatment,0
6712,treatment,0
6713,treatment,0
6713,treatment,0
6714,treatment,0
6715,treatment,0
6715,control,0
6716,treatment,0
6716,treatment,0
6716,treatment,0
6717,treatment,0
6717,treatment,0
6719,treatment,0
6719,treatment,0
6720,control,0
6720,control,0
6722,control,0
6722,treatment,0
6722,control,0
6723,treatment,0
6724,treatment,0
6725,treatment,0
6725,control,0
6726,treatment,0
6726,control,0
6727,control,0
6728,treatment,0
6729,control,0
6729,treatment,0
6729,treatment,0
6730,treatment,0
6730,control,0
6731,treatment,0
6732,treatment,0
6732,treatment,0
6733,treatment,0
6734,control,0
6734,treatment,0
6737,treatment,0
6739,control,0
6739,treatment,0
6740,treatment,0
6740,treatment,0
6741,treatment,0
6741,treatment,0
6741,control,0
6743,control,0
6743,treatment,0
6743,treatment,0
6743,treatment,0
6744,treatment,0
6744,control,0
6744,control,0
6745,control,0
6746,control,0
6746,control,0
6747,treatment,0
6748,treatment,0
6748,control,0
6749,treatment,0
6749,treatment,0
6750,control,0
6751,control,0
6752,treatment,0
6752,control,0
6752,control,1
6753,treatment,0
6754,control,0
6754,treatment,0
6755,treatment,0
6755,treatment,0
6755,treatment,0
6756,control,0
6757,treatment,0
6757,treatment,0
6759,control,0
6759,treatment,0
6760,treatment,0
6760,treatment,0
6761,control,0
6762,treatment,1
6762,treatment,0
6762,treatment,0
6763,treatment,0
6763,control,0
6764,treatment,0
6764,control,0
6765,control,0
6765,control,0
6765,control,0
6767,treatment,0
6767,treatment,0
6768,control,0
6768,treatment,0
6769,treatment,0
6769,treatment,0
6770,treatment,0
6770,control,0
6771,control,0
6772,treatment,0
6773,control,0
6774,control,0
6774,treatment,0
6774,treatment,0
6777,treatment,0
6778,treatment,0
6778,control,0
6778,control,0
6778,treatment,0
6781,treatment,0
6781,treatment,0
6781,treatment,0
6782,control,0
6782,control,0
6785,treatment,0
6785,treatment,0
6786,treatment,0
6787,treatment,0
6787,treatment,0
6788,treatment,0
6788,control,0
6788,control,0
6788,treatment,0
6789,treatment,1
6790,control,0
6790,treatment,0
6791,treatment,0
6792,control,0
6792,treatment,0
6793,treatment,0
6793,control,0
6795,treatment,0
6795,control,0
6796,control,1
6797,control,1
6797,control,0
6798,treatment,1
6798,control,0
6799,treatment,0
6800,treatment,0
6801,treatment,0
6801,treatment,0
6802,treatment,0
6803,control,0
6803,control,0
6805,control,0
6805,control,0
6807,treatment,0
6807,control,0
6808,treatment,0
6809,control,0
6809,treatment,0
6809,treatment,0
6812,treatment,1
6814,control,0
6814,treatment,0
6815,treatment,1
6815,control,0
6816,control,0
6817,treatment,0
6818,treatment,0
6818,control,0
6819,control,0
6819,treatment,1
6820,treatment,0
6820,treatment,0
6820,control,0
6820,treatment,0
6821,treatment,0
6822,treatment,0
6826,control,0
6828,control,0
